Nom de l'organisation,"Type (Association, Groupe informel, Entreprise ou Service public)",Type de lieu,Rue,Code postal,Ville,Code pays,Tag 1,Tag 2,Tag 3,Site web,Description courte,Description longue,Email,Fixe,Mobile,Contact : nom,Contact : email,Contact : téléphone,Contact : rôle,Latitude,Longitude,Lundi,Ouverture matin (ou journée continue) lundi,Fermeture matin lundi,Ouverture après-midi (sauf si une seule tranche horaire) lundi,Fermeture après-midi lundi,Mardi,Ouverture matin (ou journée continue) mardi,Fermeture matin mardi,Ouverture après-midi (sauf si une seule tranche horaire) mardi,Fermeture après-midi mardi,Mercredi,Ouverture matin (ou journée continue) mercredi,Fermeture matin mercredi,Ouverture après-midi (sauf si une seule tranche horaire) mercredi,Fermeture après-midi mercredi,Jeudi,Ouverture matin (ou journée continue) jeudi,Fermeture matin jeudi,Ouverture après-midi (sauf si une seule tranche horaire) jeudi,Fermeture après-midi jeudi,Vendredi,Ouverture matin (ou journée continue) vendredi,Fermeture matin vendredi,Ouverture après-midi (sauf si une seule tranche horaire) vendredi,Fermeture après-midi vendredi,Samedi,Ouverture matin (ou journée continue) samedi,Fermeture matin samedi,Ouverture après-midi (sauf si une seule tranche horaire) samedi,Fermeture après-midi samedi,Dimanche,Ouverture matin (ou journée continue) dimanche,Fermeture matin dimanche,Ouverture après-midi (sauf si une seule tranche horaire) dimanche,Fermeture après-midi dimanche,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10,Tag 11,Tag 12,Tag 13,Tag 14,Tag 15,Tag 16,Tag 17,Tag 18,Tag 19,Tag 20,Tag 21,Tag 22,Tag 23,Tag 24,Tag 25,Tag 26,Tag 27,Tag 28,Tag 29,Tag 30,Tag 31,Tag 32,Tag 33,Tag 34,Tag 35,Tag 36,Tag 37,Tag 38,Tag 39,Tag 40,Tag 41,Tag 42,Tag 43,Tag 44,Tag 45,Tag 46,Tag 47,Tag 48,Tag 49,Tag 50,Tag 51,null/0,null/1,latitude,longitude,result_label,result_score,result_score_next,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
Pôle Emploi Moulin,Association,Espace Public Numérique autre,4 Allée Maureau,97490,SAINTE CLOTILDE,RE,,,,https://www.pole-emploi.fr,Pôle Emploi Moulin,Pôle Emploi Moulin,ale.ste-clotilde@pole-emploi.fr ,+262 9 72 72 39 49 ,,,ale.ste-clotilde@pole-emploi.fr ,+262 9 72 72 39 49 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.88642,55.493198,4 Allee Maureau 97490 Saint-Denis,0.6621932594235034,0.5394348051948051,housenumber,97411_0865_00004,4,4 Allee Maureau,Allee Maureau,97490,Saint-Denis,"974, La Réunion",97411,,,,ok
Pôle Emploi Ravine des Cabris,Association,Espace Public Numérique autre,403 Chemin Boeuf,97432,RAVINE DES CABRIS,RE,,,,,Pôle Emploi Ravine les Cabris,Pôle Emploi Ravine les Cabris,ale.cabris@pole-emploi.fr,+262 9 72 72 39 49,,,ale.cabris@pole-emploi.fr,+262 9 72 72 39 49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.29291,55.45221,Chemin Sabrap Ravine des Cabris 97432 Saint-Pierre,0.5931215280464216,0.5269654545454545,street,97416_0883,,Chemin Sabrap Ravine des Cabris,Chemin Sabrap Ravine des Cabris,97432,Saint-Pierre,"974, La Réunion",97416,,,,ok
Pôle emploi Riviere St Louis,Association,Espace Public Numérique autre,64A, Rue de Cilaos,97421,SAINT LOUIS,RE,,,,https://www.pole-emploi.fr ,Pôle emploi Riviere St Louis,Pôle emploi Riviere St Louis,ape-la-riviere.97485@pole-emploi.fr,+262 9 72 72 39 49 ,,,ape-la-riviere.97485@pole-emploi.fr,+262 9 72 72 39 49 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.279684,55.434415,64a Rue de Cilaos 97450 Saint-Louis,0.8301448484848485,0.5491620779220778,housenumber,97414_0270_00064_a,64a,64a Rue de Cilaos,Rue de Cilaos,97450,Saint-Louis,"974, La Réunion",97414,,,,ok
Pôle Emploi Saint Joseph,Association,Espace Public Numérique autre,40, Rue du Gal De Gaulle,97480,SAINT JOSEPH,RE,,,,http://www.pole-emploi.fr,Pôle Emploi Saint Joseph,Pôle Emploi Saint Joseph,ale.st-joseph@pole-emploi.fr ,+262 9 72 72 39 49 ,,,ale.st-joseph@pole-emploi.fr ,+262 9 72 72 39 49 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.376575,55.621041,40 Rue du General de Gaulle 97480 Saint-Joseph,0.8058407438016528,,housenumber,97412_0680_00040,40,40 Rue du General de Gaulle,Rue du General de Gaulle,97480,Saint-Joseph,"974, La Réunion",97412,,,,ok
Pôle Emploi Saint Paul,Association,Espace Public Numérique autre,6 Route Savannah,97460,SAINT PAUL,RE,,,,,Pôle Emploi Saint Paul,Pôle Emploi Saint Paul,ale.st-paul@pole-emploi.fr,+262 9 72 72 39 49 ,,,ale.st-paul@pole-emploi.fr,+262 9 72 72 39 49 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.987294,55.294971,6 Route de Savannah 97460 Saint-Paul,0.8965697402597402,0.7343409090909091,housenumber,97415_1311_00006,6,6 Route de Savannah,Route de Savannah,97460,Saint-Paul,"974, La Réunion",97415,,,,ok
Pôle emploi St Benoit,Association,Espace Public Numérique autre,4, rue des Glaïeuls ,97470,SAINT BENOIT,RE,,,,http://www.pole-emploi.fr,Pôle emploi ST Benoit,Pôle emploi ST Benoit,ale.st-benoit@pole-emploi.fr ,+261 9 72 72 39 49 ,,,ale.st-benoit@pole-emploi.fr ,+262 9 72 72 39 49 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.047876,55.716182,4 Rue des Glaieuls 97470 Saint-Benoît,0.9592245454545454,,housenumber,97410_0972_00004,4,4 Rue des Glaieuls,Rue des Glaieuls,97470,Saint-Benoît,"974, La Réunion",97410,,,,ok
Pôle Emploi St Denis,Association,Espace Public Numérique autre,357 Rue du Mal Leclerc,97400,SAINT DENIS,RE,,,,http://www.pole-emploi.fr,Pôle Emploi St Denis,Pôle Emploi St Denis,alest-denis-ville.97423@pole-emploi.fr,+262 9 72 72 39 49,,,alest-denis-ville.97423@pole-emploi.fr,+262 9 72 72 39 49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.882359,55.463284,357 Rue du Marechal Leclerc 97400 Saint-Denis,0.8823687603305784,,housenumber,97411_0840_00357,357,357 Rue du Marechal Leclerc,Rue du Marechal Leclerc,97400,Saint-Denis,"974, La Réunion",97411,,,,ok
Pôle Emploi St Leu,Association,Espace Public Numérique autre,1 Rue Galabé Quartier d'affaires Tamarins Zac Portail,97436,SAINT LEU,RE,,,,http://www.pole-emploi.fr,Pôle Emploi St Leu,Pôle Emploi St Leu,ale.st-leu@pole-emploi.fr ,+262 9 72 72 39 49,,,ale.st-leu@pole-emploi.fr ,+262 9 72 72 39 49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.176097,55.288491,Rue des Tamarins de l'Inde 97436 Saint-Leu,0.4234867414403778,0.3571465172855314,street,97413_0997,,Rue des Tamarins de l'Inde,Rue des Tamarins de l'Inde,97436,Saint-Leu,"974, La Réunion",97413,,,,ok
Pôle Emploi St-André+Bras Panon,Association,Espace Public Numérique autre,494, rue Andropolis,97440,SAINT ANDRE,RE,,,,http://www.pole-emploi.fr,Pôle Emploi St-André+Bras Panon,Pôle Emploi St-André+Bras Panon,ale.st-andre@pole-emploi.fr ,+262 9 72 72 39 49,,,ale.st-andre@pole-emploi.fr ,+262 9 72 72 39 49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.963895,55.661791,494 Rue Andropolis 97440 Saint-André,0.9723190909090907,,housenumber,97409_0047_00494,494,494 Rue Andropolis,Rue Andropolis,97440,Saint-André,"974, La Réunion",97409,,,,ok
Pôle Emploi Ste Clotilde,Association,Espace Public Numérique autre,14 Rue Claude DEBUSSY,97490,SAINTE CLOTILDE,RE,,,,http://www.pole-emploi.fr,Pôle Emploi Ste Clotilde,Pôle Emploi Ste Clotilde,ale.ste-clotilde@pole-emploi.fr ,+262 9 72 72 39 49 ,,,ale.ste-clotilde@pole-emploi.fr ,+262 9 72 72 39 49 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.888429,55.482254,14 Rue Claude Debussy 97490 Saint-Denis,0.7018215087040619,,housenumber,97411_0344_00014,14,14 Rue Claude Debussy,Rue Claude Debussy,97490,Saint-Denis,"974, La Réunion",97411,,,,ok
Pôle Emploi Ste MARIE,Association,Espace Public Numérique autre,Rue A. LARDY Bât A N°A1 Immeuble Les Cuves de la Mare,97438,SAINTE MARIE,RE,,,,http://www.pole-emploi.fr,Pôle Emploi STE MARIE,Pôle Emploi STE MARIE,ale.ste-marie974@pole-emploi.fr,+262 9 72 72 39 49,,,ale.ste-marie974@pole-emploi.fr,+262 9 72 72 39 49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.897471,55.533485,Rue Andre Lardy 97438 Sainte-Marie,0.44256265356265356,,street,97418_0177,,Rue Andre Lardy,Rue Andre Lardy,97438,Sainte-Marie,"974, La Réunion",97418,,,,ok
Pôle Emploi Tampon,Association,Espace Public Numérique autre,106, Rue Martinel LASSAYS,97430,LE TAMPON,RE,,,,http://www.pole-emploi.fr,Pôle Emploi Tampon,Pôle Emploi Tampon,ale.le-tampon@pole-emploi.fr,+262 9 72 72 39 49,,,ale.le-tampon@pole-emploi.fr,+262 9 72 72 39 49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.280785,55.515085,106 Rue Martinel Lassays 97430 Le Tampon,0.9755990909090908,,housenumber,97422_1314_00106,106,106 Rue Martinel Lassays,Rue Martinel Lassays,97430,Le Tampon,"974, La Réunion",97422,,,,ok
Pôle Technologies HandiTIC+ de l'IES La Ressource,Association,Espace Public Numérique autre,Antenne Ouest La Ressource 14 rue Jules Thirel - Bât. A - local 28,97460,SAINT PAUL,RE,,,,,Pôle Technologies HandiTIC+ de l'IES La Ressource,Pôle Technologies HandiTIC+ de l'IES La Ressource,handitic@irsam.fr,+262 2 62 45 36 40,,LE GAC Erwann,handitic@irsam.fr,+262 2 62 45 36 40,,,,Mo,08:00,16:00,,,Tu,08:00,16:00,,,We,08:00,16:00,,,Th,08:00,16:00,,,Fr,08:00,16:00,,,,,,,,,,,,,Connaître les usages,Jouer son rôle de parent,S’approprier un équipement numérique,Utiliser un équipement numérique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.986966,55.297659,14 Rue Jules Thirel 97460 Saint-Paul,0.4755622314049587,,housenumber,97415_0730_00014,14,14 Rue Jules Thirel,Rue Jules Thirel,97460,Saint-Paul,"974, La Réunion",97415,,,,ok
Proform’Conseil,Association,Espace Public Numérique autre,18, allée des Ateliers Relais ZI N°2 ligne paradis                    ,97410,SAINT PIERRE,RE,,,,,Proform’Conseil,Proform’Conseil,pfc.reunion@wanadoo.fr,+262 2 62 96 72 57,+262 6 92 24 75 83,VON-PINE Simon,simonvonpine@gmail.com,+262 6 92 24 75 83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.315308,55.474509,18 Allee des Ateliers Relais 97410 Saint-Pierre,0.5963061038961038,0.46822610755441735,housenumber,97416_1040_00018,18,18 Allee des Ateliers Relais,Allee des Ateliers Relais,97410,Saint-Pierre,"974, La Réunion",97416,,,,ok
SOLIDARNUM,Association,Espace Public Numérique autre,18,Rue Albert Lougnon,97490,SAINTE CLOTILDE,RE,,,,,http://www.solidarnum.org,SOLIDARNUM,,contact@solidarnum.org,+262 2 62 56 62 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.905745,55.499036,18 Rue Albert Lougnon 97490 Saint-Denis,0.9656772727272726,,housenumber,97411_0038_00018,18,18 Rue Albert Lougnon,Rue Albert Lougnon,97490,Saint-Denis,"974, La Réunion",97411,,,,ok
Territoire de la Côte Ouest (TCO),Association,Espace Public Numérique autre,1, Rue Eliard Laude BP50049,97420,LE PORT ,RE,,,,http://www.tco.re/,Territoire de la Côte Ouest (TCO),Territoire de la Côte Ouest (TCO),dpo@tco.re , +262 2 62 32 12 12,,,dpo@tco.re ,+262 2 62 32 12 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.937391,55.299892,1 Rue Éliard Laude 97420 Le Port,0.7255777126099706,0.6298460330578513,housenumber,97407_0175_00001,1,1 Rue Éliard Laude,Rue Éliard Laude,97420,Le Port,"974, La Réunion",97407,,,,ok
UDAF Cybercase de la Providence ,Association,Espace Public Numérique autre,31,  Avenue Jean Albany,97400,SAINT DENIS,RE,,,,http://udaf974.free.fr/,UDAF Cybercase de la Providence ,UDAF Cybercase de la Providence ,cybercase.udaf@wanadoo.fr,+262 2 62 30 23 76,,Frédéric BERNARD,cybercase.udaf@wanadoo.fr,+262 2 62 30 23 76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.893097,55.457496,31 Avenue Jean Albany 97400 Saint-Denis,0.9764081818181818,,housenumber,97411_0039_00031,31,31 Avenue Jean Albany,Avenue Jean Albany,97400,Saint-Denis,"974, La Réunion",97411,,,,ok
Webcup Campus Saint-Denis,Association,Fablab/Hackerspace,208 rue Maréchal Leclerc,97400,SAINT DENIS,RE,,,,www.webcup.fr,Webcup Campus Saint-Denis,Webcup Campus Saint-Denis,contact@webcup.fr,,,YSKLOMP Erwan,contact@webcup.fr,+262 2 62 73 60 41,,,,Mo,09:00,12:00,13:30,16:30,Tu,09:00,12:00,13:30,16:30,We,09:00,12:00,13:30,16:30,Th,09:00,12:00,13:30,16:30,Fr,09:00,12:00,13:30,16:30,,,,,,,,,,,Connaître les usages,Découvrir les réseaux sociaux,Utiliser les réseaux sociaux,Etre parent à l’ère numérique,Jouer son rôle de parent,Découvrir l’univers des jeux vidéos,Communiquer et échanger sur Internet,Paramétrer un compte email,Utiliser un client de messagerie,Utiliser un client WebMail,Connaître les outils du cloud,Comprendre les cultures numériques,Utiliser Internet,Naviguer sur le web,Utiliser les réseaux sociaux,Gérer des documents numériques,Signer numériquement,S’approprier un équipement numérique,Classer et partager ses photos,Gérer ses données,Utiliser un équipement numérique,Accéder aux principaux services en ligne,Gérer des documents numériques,Se renseigner et connaître ses droits,Connaitre et gérer,Effacer ses traces,Protéger ses données,Connaître solutions outils bureautiques,Surfer librement sur internet,Sécuriser ses usages numériques,Gérer ses emails,Retoucher ses photos,Découvrir le montage vidéo,Faire des diaporamas,Publier des diaporamas en ligne,Modélisation 3D,Utiliser imprimante 3D,Découvrir la programmation,Déposer et gérer une annonce,Réaliser et Diffuser son CV,Participer à des MOOCs,,,,,,,,,,-20.880871,55.458235,208 Rue du Marechal Leclerc 97400 Saint-Denis,0.9236910743801652,,housenumber,97411_0840_00208,208,208 Rue du Marechal Leclerc,Rue du Marechal Leclerc,97400,Saint-Denis,"974, La Réunion",97411,,,,ok
Webcup Campus Saint-Pierre,Association,Fablab/Hackerspace,2 rue Bory Saint-Vincent,97410,SAINT PIERRE,RE,,,,www.webcup.fr,Webcup Campus Saint-Pierre,Webcup Campus Saint-Pierre,contact@webcup.fr,,,DEGIEUX Fabien,contact@webcup.fr,+262 2 62 71 33 51,,,,Mo,09:00,12:00,13:30,16:30,Tu,09:00,12:00,13:30,16:30,We,09:00,12:00,13:30,16:30,Th,09:00,12:00,13:30,16:30,Fr,09:00,12:00,13:30,16:30,,,,,,,,,,,Connaître les usages,Découvrir les réseaux sociaux,Utiliser les réseaux sociaux,Etre parent à l’ère numérique,Jouer son rôle de parent,Découvrir l’univers des jeux vidéos,Communiquer et échanger sur Internet,Paramétrer un compte email,Utiliser un client de messagerie,Utiliser un client WebMail,Connaître les outils du cloud,Comprendre les cultures numériques,Utiliser Internet,Naviguer sur le web,Utiliser les réseaux sociaux,Gérer des documents numériques,Signer numériquement,S’approprier un équipement numérique,Classer et partager ses photos,Gérer ses données,Utiliser un équipement numérique,Accéder aux principaux services en ligne,Gérer des documents numériques,Se renseigner et connaître ses droits,Connaitre et gérer,Effacer ses traces,Protéger ses données,Connaître solutions outils bureautiques,Surfer librement sur internet,Sécuriser ses usages numériques,Gérer ses emails,Retoucher ses photos,Découvrir le montage vidéo,Faire des diaporamas,Publier des diaporamas en ligne,Modélisation 3D,Utiliser imprimante 3D,Découvrir la programmation,Déposer et gérer une annonce,Réaliser et Diffuser son CV,,,,,,,,,,,-21.333134,55.472984,2 Rue Bory Saint Vincent 97410 Saint-Pierre,0.9696827272727272,,housenumber,97416_0436_00002,2,2 Rue Bory Saint Vincent,Rue Bory Saint Vincent,97410,Saint-Pierre,"974, La Réunion",97416,,,,ok
